Calories,Gender,Age,Height,Weight,Duration,Heart_Rate,Body_Temp
63,male,22,181.0,85.0,15.0,96.0,40.1
86,female,38,175.0,74.0,16.0,99.0,40.5
159,male,21,180.0,75.0,27.0,109.0,40.9
79,female,55,170.0,74.0,15.0,95.0,40.1
92,female,33,151.0,56.0,16.0,101.0,40.0
193,female,72,173.0,68.0,28.0,107.0,40.9
109,male,20,183.0,86.0,21.0,103.0,40.7
63,female,74,162.0,66.0,13.0,87.0,40.1
47,female,28,174.0,68.0,10.0,94.0,39.3
49,female,70,153.0,53.0,10.0,87.0,39.8
110,female,40,164.0,67.0,19.0,102.0,40.6
97,female,34,154.0,53.0,20.0,92.0,40.3
52,female,51,158.0,61.0,11.0,89.0,40.4
10,male,33,176.0,70.0,3.0,89.0,38.3
23,male,29,193.0,91.0,7.0,87.0,39.1
47,male,36,195.0,96.0,9.0,97.0,39.9
27,male,47,190.0,86.0,6.0,90.0,39.2
44,male,73,191.0,95.0,8.0,87.0,39.8
136,female,78,174.0,73.0,24.0,95.0,40.7
228,male,37,213.0,110.0,29.0,112.0,40.9
74,female,74,172.0,74.0,13.0,96.0,40.1
184,female,24,164.0,61.0,29.0,109.0,40.8
38,male,24,207.0,104.0,12.0,86.0,39.9
19,female,43,143.0,50.0,5.0,80.0,39.1
184,male,24,193.0,92.0,28.0,110.0,41.0
200,female,45,151.0,48.0,28.0,111.0,40.7
186,female,61,166.0,66.0,28.0,106.0,41.0
147,male,35,202.0,97.0,24.0,103.0,40.8
65,female,32,167.0,68.0,13.0,96.0,40.0
114,male,75,182.0,82.0,17.0,96.0,40.2
123,female,58,159.0,58.0,20.0,101.0,40.7
100,male,27,179.0,75.0,20.0,101.0,41.0
36,female,42,179.0,72.0,7.0,96.0,39.4
112,male,69,188.0,85.0,14.0,106.0,40.0
165,female,28,162.0,67.0,26.0,109.0,40.8
203,female,79,160.0,60.0,28.0,108.0,40.9
189,female,58,127.0,40.0,29.0,102.0,40.8
2,male,24,190.0,83.0,2.0,73.0,38.2
45,female,66,186.0,81.0,10.0,87.0,39.7
21,male,38,183.0,83.0,8.0,81.0,40.0
223,female,50,152.0,55.0,30.0,114.0,41.0
156,female,23,159.0,54.0,25.0,107.0,40.6
106,male,30,198.0,103.0,19.0,100.0,40.1
21,male,55,183.0,83.0,4.0,92.0,38.7
41,male,24,182.0,85.0,10.0,95.0,40.0
121,female,34,176.0,75.0,23.0,99.0,41.1
60,female,50,171.0,65.0,13.0,89.0,40.3
153,female,66,149.0,55.0,25.0,99.0,40.2
63,male,29,184.0,89.0,14.0,95.0,40.1
41,male,28,183.0,90.0,12.0,88.0,39.9
300,male,69,193.0,90.0,29.0,121.0,41.1
24,male,50,179.0,78.0,5.0,92.0,39.3
66,male,68,173.0,77.0,12.0,91.0,39.8
175,male,48,177.0,82.0,30.0,99.0,40.5
92,female,70,170.0,66.0,15.0,100.0,40.3
165,male,26,185.0,90.0,25.0,110.0,41.1
41,male,42,188.0,93.0,10.0,88.0,39.7
80,female,75,173.0,69.0,15.0,92.0,40.0
20,male,32,183.0,91.0,5.0,91.0,39.0
23,female,70,160.0,61.0,5.0,84.0,39.0
23,male,76,170.0,81.0,5.0,82.0,38.9
81,male,41,194.0,96.0,16.0,94.0,40.3
17,male,32,177.0,79.0,4.0,94.0,38.7
51,male,79,169.0,78.0,8.0,93.0,39.5
17,female,54,161.0,59.0,4.0,83.0,38.8
210,male,50,195.0,100.0,29.0,105.0,40.8
30,female,35,157.0,61.0,7.0,88.0,39.7
5,male,27,187.0,89.0,2.0,82.0,39.0
44,male,65,179.0,77.0,8.0,92.0,39.5
142,female,51,174.0,74.0,24.0,102.0,40.4
13,female,25,163.0,62.0,4.0,81.0,39.0
109,male,39,173.0,72.0,21.0,99.0,40.4
63,male,42,197.0,97.0,12.0,95.0,40.0
23,female,23,169.0,67.0,7.0,81.0,39.5
72,female,69,147.0,49.0,11.0,102.0,39.8
14,female,27,185.0,81.0,3.0,94.0,38.6
168,female,33,152.0,51.0,27.0,105.0,41.1
182,male,64,164.0,70.0,25.0,105.0,40.2
103,female,25,160.0,60.0,19.0,100.0,40.1
48,male,66,185.0,97.0,9.0,88.0,39.7
84,female,66,185.0,86.0,17.0,92.0,40.3
34,female,40,178.0,73.0,8.0,88.0,39.7
119,female,39,144.0,47.0,20.0,101.0,40.1
13,female,56,167.0,67.0,3.0,85.0,38.9
162,female,22,161.0,61.0,27.0,106.0,40.8
39,female,21,172.0,63.0,9.0,91.0,39.7
53,female,20,166.0,66.0,12.0,92.0,39.8
155,female,46,162.0,58.0,24.0,106.0,40.4
142,female,58,162.0,61.0,21.0,107.0,40.2
114,male,62,178.0,78.0,17.0,101.0,40.1
106,male,37,177.0,77.0,21.0,98.0,40.4
96,male,20,182.0,90.0,20.0,100.0,40.6
11,male,27,172.0,75.0,3.0,92.0,38.6
25,female,25,173.0,66.0,8.0,79.0,39.6
51,female,21,185.0,77.0,12.0,92.0,40.1
42,female,37,161.0,57.0,10.0,86.0,39.8
31,female,55,159.0,59.0,7.0,86.0,39.1
61,female,61,186.0,90.0,14.0,88.0,40.0
26,male,35,196.0,88.0,7.0,88.0,39.6
8,female,48,185.0,82.0,2.0,84.0,38.4
132,female,59,156.0,57.0,21.0,102.0,40.6
55,female,70,166.0,66.0,11.0,89.0,39.9
152,female,24,171.0,65.0,25.0,107.0,40.9
190,female,24,173.0,71.0,30.0,110.0,40.8
32,female,54,161.0,62.0,8.0,82.0,39.8
21,male,55,196.0,95.0,4.0,91.0,39.0
160,female,74,148.0,50.0,24.0,102.0,40.9
38,female,23,181.0,74.0,9.0,91.0,39.6
27,male,43,182.0,83.0,6.0,91.0,39.4
175,female,31,163.0,62.0,25.0,114.0,40.7
45,male,45,179.0,85.0,11.0,88.0,40.2
5,male,60,194.0,94.0,2.0,72.0,38.7
19,female,77,182.0,84.0,4.0,88.0,38.7
203,female,43,174.0,71.0,27.0,118.0,40.6
135,female,24,145.0,51.0,24.0,101.0,40.3
115,male,56,169.0,75.0,21.0,95.0,40.6
125,male,38,181.0,82.0,21.0,103.0,40.5
111,male,34,184.0,85.0,18.0,105.0,40.2
32,male,24,161.0,62.0,11.0,90.0,39.9
144,female,67,167.0,65.0,22.0,104.0,40.6
7,female,44,151.0,52.0,2.0,79.0,38.1
59,male,27,189.0,95.0,15.0,91.0,40.0
91,male,56,188.0,89.0,15.0,97.0,39.9
145,female,39,156.0,62.0,29.0,94.0,41.0
18,female,44,176.0,70.0,4.0,89.0,38.7
98,male,41,201.0,108.0,18.0,95.0,40.4
144,female,78,156.0,56.0,24.0,96.0,40.7
8,female,57,166.0,67.0,2.0,83.0,38.5
92,male,24,192.0,93.0,20.0,97.0,40.6
55,male,78,188.0,96.0,11.0,82.0,40.0
92,male,31,181.0,78.0,17.0,102.0,40.4
171,female,70,154.0,57.0,24.0,108.0,40.5
183,female,35,171.0,71.0,29.0,108.0,41.0
62,male,63,176.0,78.0,10.0,97.0,39.8
155,male,52,197.0,100.0,26.0,96.0,40.5
11,female,34,152.0,47.0,3.0,79.0,38.2
81,male,38,186.0,82.0,17.0,95.0,40.1
13,male,50,189.0,93.0,3.0,86.0,38.8
52,female,20,166.0,61.0,10.0,99.0,39.6
165,female,27,156.0,56.0,25.0,110.0,40.7
223,male,64,184.0,88.0,27.0,109.0,41.1
92,female,34,147.0,52.0,19.0,92.0,40.4
117,female,49,173.0,68.0,19.0,104.0,40.2
32,male,25,196.0,94.0,11.0,85.0,39.6
168,female,46,167.0,62.0,28.0,102.0,40.5
19,male,36,197.0,108.0,5.0,85.0,39.1
29,female,31,161.0,63.0,8.0,82.0,39.5
69,male,22,187.0,89.0,16.0,96.0,40.1
114,male,22,172.0,73.0,25.0,100.0,40.5
156,male,67,180.0,83.0,22.0,101.0,40.8
143,male,50,180.0,79.0,22.0,103.0,40.4
27,male,55,188.0,91.0,7.0,82.0,39.6
201,female,78,164.0,66.0,27.0,111.0,40.8
23,male,20,191.0,89.0,8.0,87.0,39.3
236,male,68,184.0,90.0,26.0,113.0,40.9
137,male,22,172.0,75.0,25.0,106.0,40.8
107,male,60,195.0,100.0,15.0,101.0,40.4
104,male,54,166.0,73.0,17.0,100.0,40.2
134,male,56,181.0,82.0,20.0,102.0,40.2
87,male,21,184.0,81.0,23.0,94.0,40.4
179,male,30,175.0,74.0,27.0,111.0,40.9
216,female,53,179.0,76.0,30.0,114.0,40.7
227,male,34,189.0,89.0,30.0,114.0,40.8
132,male,61,160.0,66.0,18.0,107.0,40.3
110,female,28,164.0,60.0,19.0,103.0,40.3
91,male,58,195.0,93.0,18.0,89.0,40.3
147,female,62,181.0,80.0,22.0,108.0,40.8
183,male,59,189.0,95.0,22.0,110.0,40.5
113,female,26,165.0,62.0,20.0,102.0,40.4
135,male,47,197.0,106.0,23.0,96.0,40.8
110,female,41,170.0,65.0,21.0,96.0,40.5
4,male,32,192.0,91.0,1.0,88.0,37.6
110,female,51,164.0,66.0,19.0,100.0,40.2
42,female,43,162.0,59.0,9.0,90.0,39.7
153,male,53,193.0,94.0,23.0,101.0,40.8
54,female,34,167.0,64.0,10.0,99.0,39.6
29,female,38,176.0,73.0,8.0,83.0,39.7
22,female,30,171.0,71.0,8.0,75.0,39.6
18,female,30,165.0,61.0,4.0,90.0,38.8
134,male,65,188.0,90.0,18.0,103.0,40.3
40,male,28,183.0,83.0,10.0,93.0,39.7
223,male,33,170.0,70.0,30.0,116.0,41.0
101,female,61,154.0,57.0,16.0,102.0,40.1
75,male,28,191.0,93.0,16.0,96.0,40.1
6,female,24,174.0,72.0,2.0,77.0,37.9
198,female,55,162.0,64.0,28.0,111.0,40.7
23,female,22,168.0,61.0,6.0,85.0,39.3
24,male,42,179.0,81.0,8.0,82.0,39.7
107,female,20,160.0,63.0,18.0,106.0,40.4
16,male,34,179.0,82.0,7.0,80.0,39.6
144,male,35,172.0,79.0,25.0,103.0,41.3
93,male,41,185.0,86.0,18.0,96.0,40.5
142,female,28,154.0,60.0,25.0,102.0,40.7
77,female,46,154.0,55.0,16.0,90.0,40.5
35,male,28,170.0,72.0,10.0,91.0,39.7
98,female,30,176.0,72.0,17.0,104.0,40.2
106,female,79,164.0,66.0,18.0,96.0,40.1
151,female,35,174.0,67.0,25.0,105.0,40.6
72,male,27,185.0,79.0,18.0,94.0,40.0
29,male,66,178.0,82.0,6.0,87.0,39.5
88,female,33,173.0,72.0,17.0,98.0,40.3
56,female,69,170.0,71.0,11.0,91.0,40.2
60,female,22,172.0,67.0,14.0,91.0,40.7
59,male,21,193.0,89.0,14.0,96.0,39.7
103,female,75,158.0,60.0,16.0,101.0,40.3
198,male,56,158.0,64.0,27.0,109.0,40.6
209,female,29,180.0,71.0,30.0,115.0,41.0
47,male,74,186.0,93.0,9.0,85.0,39.6
51,male,25,197.0,99.0,13.0,91.0,40.1
90,male,45,176.0,76.0,17.0,97.0,40.3
76,female,56,152.0,54.0,14.0,94.0,39.9
25,male,21,205.0,102.0,8.0,87.0,39.3
124,male,28,211.0,116.0,19.0,105.0,40.2
13,male,31,189.0,93.0,5.0,82.0,39.1
194,female,29,160.0,56.0,28.0,113.0,40.6
43,male,63,186.0,92.0,8.0,90.0,39.7
69,female,31,171.0,72.0,15.0,93.0,40.1
144,male,22,177.0,74.0,25.0,108.0,40.8
75,female,59,160.0,64.0,13.0,98.0,40.4
106,male,76,193.0,101.0,14.0,99.0,40.2
78,male,69,181.0,85.0,13.0,93.0,40.4
190,female,59,148.0,45.0,26.0,110.0,40.7
24,male,32,188.0,87.0,7.0,87.0,39.3
114,male,34,173.0,73.0,18.0,108.0,40.4
137,male,20,180.0,79.0,25.0,106.0,40.4
4,female,20,165.0,58.0,1.0,83.0,37.8
249,male,61,209.0,117.0,28.0,110.0,40.7
45,female,45,140.0,50.0,10.0,87.0,39.8
38,male,32,204.0,104.0,8.0,94.0,39.4
131,male,37,191.0,85.0,23.0,101.0,40.3
14,male,23,195.0,93.0,5.0,85.0,38.8
213,male,41,195.0,100.0,30.0,107.0,40.8
78,female,61,177.0,77.0,16.0,91.0,40.1
24,male,55,183.0,83.0,6.0,84.0,39.2
114,female,30,162.0,61.0,20.0,102.0,40.5
56,female,41,173.0,68.0,12.0,91.0,40.1
160,female,44,146.0,49.0,27.0,100.0,40.7
142,male,63,179.0,87.0,18.0,107.0,40.7
160,female,39,167.0,63.0,25.0,107.0,40.9
173,female,39,155.0,50.0,26.0,108.0,40.6
174,male,35,201.0,101.0,26.0,106.0,41.0
20,male,23,195.0,91.0,5.0,94.0,39.3
138,male,26,184.0,83.0,23.0,107.0,40.5
254,male,65,176.0,88.0,30.0,110.0,40.4
195,male,56,184.0,85.0,26.0,107.0,40.9
3,male,26,184.0,83.0,1.0,86.0,37.8
27,male,37,186.0,85.0,7.0,89.0,39.3
207,male,61,180.0,89.0,25.0,110.0,40.8
37,male,39,182.0,87.0,11.0,85.0,39.9
167,female,53,160.0,64.0,27.0,103.0,41.0
15,male,39,187.0,93.0,5.0,82.0,39.1
81,female,37,172.0,70.0,16.0,96.0,40.2
131,male,20,176.0,79.0,26.0,103.0,40.8
5,male,54,166.0,67.0,2.0,76.0,38.6
179,female,39,162.0,60.0,27.0,109.0,40.9
118,female,20,160.0,60.0,22.0,100.0,40.5
38,male,27,174.0,82.0,11.0,90.0,39.6
130,female,38,156.0,61.0,23.0,100.0,40.4
38,male,58,162.0,63.0,9.0,88.0,39.4
30,male,63,187.0,94.0,5.0,94.0,39.2
76,female,22,149.0,49.0,16.0,93.0,40.2
42,male,26,185.0,87.0,12.0,90.0,40.0
48,male,41,178.0,81.0,13.0,87.0,40.0
173,female,26,176.0,69.0,28.0,108.0,40.8
17,male,31,170.0,67.0,5.0,90.0,39.1
147,female,65,159.0,64.0,25.0,98.0,40.7
28,female,20,177.0,66.0,8.0,83.0,39.7
101,female,37,171.0,70.0,19.0,98.0,40.6
78,female,23,172.0,71.0,17.0,94.0,40.6
54,female,29,178.0,73.0,12.0,92.0,40.2
33,female,40,176.0,74.0,7.0,92.0,39.7
104,female,24,176.0,70.0,21.0,97.0,40.3
18,female,65,168.0,62.0,4.0,84.0,39.1
149,female,39,173.0,72.0,25.0,104.0,40.4
115,male,26,177.0,76.0,24.0,100.0,40.7
21,female,67,157.0,54.0,5.0,81.0,39.2
61,male,35,191.0,92.0,15.0,90.0,40.0
56,female,63,156.0,56.0,11.0,90.0,39.9
154,male,23,182.0,76.0,27.0,107.0,40.5
49,male,65,172.0,74.0,9.0,92.0,40.0
22,female,44,162.0,60.0,5.0,88.0,38.9
26,female,25,156.0,59.0,6.0,89.0,39.2
232,male,67,167.0,70.0,29.0,109.0,41.2
223,male,68,158.0,67.0,26.0,113.0,40.9
70,female,24,161.0,61.0,12.0,104.0,40.2
189,male,21,187.0,90.0,29.0,111.0,40.5
45,female,28,165.0,65.0,10.0,91.0,39.7
66,male,22,165.0,64.0,17.0,97.0,40.1
38,male,38,186.0,91.0,9.0,90.0,40.0
181,male,23,197.0,97.0,30.0,106.0,41.1
95,male,38,180.0,81.0,20.0,95.0,40.5
81,male,62,195.0,95.0,13.0,95.0,40.2
35,female,40,168.0,65.0,8.0,88.0,39.5
99,female,39,166.0,63.0,17.0,102.0,40.2
134,male,32,169.0,77.0,27.0,99.0,41.2
10,female,31,173.0,73.0,3.0,81.0,38.4
126,female,64,173.0,75.0,23.0,96.0,40.8
162,female,29,156.0,54.0,28.0,102.0,40.8
104,female,66,160.0,58.0,18.0,96.0,40.1
10,male,34,201.0,107.0,2.0,95.0,38.2
46,male,21,182.0,84.0,10.0,99.0,39.7
135,female,21,179.0,71.0,24.0,104.0,40.7
67,female,38,160.0,60.0,12.0,99.0,40.3
15,male,22,205.0,107.0,4.0,90.0,38.6
178,male,37,193.0,96.0,28.0,104.0,40.9
17,female,43,159.0,59.0,4.0,85.0,39.0
10,female,27,158.0,58.0,3.0,80.0,38.7
99,male,47,202.0,100.0,14.0,105.0,39.8
78,female,59,174.0,74.0,15.0,94.0,40.3
84,male,65,176.0,76.0,15.0,93.0,40.3
109,male,55,194.0,96.0,19.0,94.0,40.7
176,female,60,172.0,65.0,28.0,103.0,40.6
56,female,77,161.0,65.0,11.0,89.0,39.9
73,male,78,195.0,105.0,10.0,96.0,40.1
115,male,21,169.0,69.0,21.0,107.0,40.9
23,female,54,157.0,56.0,5.0,86.0,39.2
96,male,40,187.0,85.0,17.0,100.0,40.1
164,male,21,193.0,97.0,27.0,107.0,40.4
9,male,45,186.0,92.0,4.0,75.0,39.0
150,male,33,172.0,78.0,24.0,107.0,40.6
11,female,31,145.0,47.0,3.0,80.0,38.4
54,male,39,181.0,80.0,12.0,93.0,39.7
23,male,26,154.0,57.0,6.0,96.0,39.3
160,male,62,182.0,84.0,21.0,106.0,40.5
149,male,77,174.0,82.0,23.0,94.0,40.7
25,male,22,188.0,87.0,9.0,86.0,39.9
12,female,21,172.0,65.0,4.0,79.0,38.8
211,male,38,206.0,105.0,26.0,114.0,40.7
12,male,52,186.0,92.0,3.0,85.0,38.7
89,male,43,197.0,94.0,18.0,93.0,40.4
23,male,36,149.0,58.0,6.0,93.0,39.2
31,male,23,183.0,81.0,10.0,89.0,39.9
82,female,59,177.0,73.0,13.0,104.0,39.9
29,female,31,156.0,51.0,7.0,86.0,39.6
73,female,61,153.0,62.0,15.0,89.0,40.3
224,male,67,183.0,84.0,29.0,105.0,41.0
37,male,54,181.0,85.0,9.0,85.0,39.7
107,female,72,149.0,53.0,18.0,96.0,40.0
88,male,70,200.0,101.0,14.0,92.0,39.9
72,male,25,195.0,91.0,16.0,96.0,39.7
173,female,77,165.0,63.0,27.0,101.0,40.9
118,female,45,163.0,58.0,18.0,107.0,40.4
18,female,42,164.0,63.0,4.0,88.0,38.6
33,male,56,184.0,83.0,6.0,94.0,38.8
150,female,58,163.0,66.0,24.0,103.0,40.7
60,female,25,158.0,57.0,13.0,92.0,39.8
20,female,38,170.0,69.0,6.0,79.0,39.2
31,male,55,176.0,83.0,9.0,81.0,39.7
108,male,33,170.0,70.0,21.0,101.0,40.5
44,male,21,185.0,83.0,10.0,98.0,39.7
157,male,62,184.0,83.0,22.0,103.0,40.5
56,female,37,153.0,56.0,12.0,90.0,39.9
19,female,54,188.0,78.0,5.0,82.0,38.9
35,female,24,163.0,59.0,8.0,90.0,39.6
45,female,55,153.0,56.0,9.0,90.0,39.7
22,female,47,164.0,60.0,5.0,86.0,39.1
39,female,24,157.0,51.0,9.0,89.0,39.8
5,male,34,192.0,94.0,2.0,81.0,38.0
56,female,62,162.0,60.0,10.0,95.0,39.7
182,female,49,147.0,47.0,26.0,109.0,41.1
128,female,49,157.0,63.0,22.0,100.0,40.9
59,female,56,143.0,48.0,10.0,98.0,39.7
29,female,54,159.0,58.0,6.0,90.0,39.0
65,female,25,167.0,63.0,15.0,90.0,40.2
34,female,26,153.0,54.0,7.0,94.0,39.4
54,male,29,168.0,73.0,14.0,93.0,40.3
9,female,20,166.0,60.0,3.0,77.0,38.4
49,female,22,176.0,66.0,12.0,89.0,40.3
65,female,27,171.0,65.0,12.0,100.0,40.3
27,male,27,192.0,91.0,8.0,88.0,39.4
60,female,24,169.0,65.0,13.0,93.0,39.9
9,male,30,194.0,88.0,4.0,80.0,38.7
60,male,34,190.0,88.0,12.0,97.0,40.2
82,male,39,192.0,91.0,18.0,92.0,40.5
13,male,64,184.0,85.0,3.0,84.0,38.6
208,female,76,170.0,68.0,27.0,114.0,40.9
48,male,22,185.0,88.0,12.0,94.0,40.2
9,female,38,182.0,71.0,3.0,78.0,38.8
101,female,40,153.0,51.0,17.0,101.0,40.3
52,female,67,171.0,72.0,11.0,88.0,39.9
8,male,26,196.0,96.0,3.0,84.0,38.5
172,female,33,166.0,63.0,27.0,108.0,40.7
168,female,58,152.0,53.0,28.0,99.0,41.3
160,male,50,182.0,88.0,22.0,107.0,40.5
27,male,62,191.0,96.0,6.0,84.0,39.6
54,male,36,174.0,78.0,13.0,92.0,40.1
67,female,33,145.0,49.0,13.0,95.0,40.3
173,male,54,180.0,77.0,25.0,105.0,41.0
248,male,72,211.0,121.0,27.0,108.0,40.7
8,female,41,153.0,60.0,2.0,84.0,38.6
67,female,66,165.0,71.0,13.0,92.0,40.0
192,female,65,183.0,83.0,27.0,112.0,40.8
134,female,38,168.0,61.0,22.0,104.0,40.7
106,female,48,164.0,62.0,20.0,95.0,40.5
116,female,39,171.0,67.0,19.0,105.0,40.5
9,female,52,149.0,53.0,3.0,73.0,38.3
5,male,32,166.0,72.0,2.0,82.0,38.4
41,female,22,169.0,64.0,11.0,85.0,40.1
72,male,55,181.0,87.0,15.0,89.0,40.3
43,female,30,173.0,72.0,9.0,95.0,39.7
16,female,74,168.0,66.0,4.0,79.0,38.9
178,female,27,162.0,56.0,25.0,115.0,40.6
46,male,37,184.0,86.0,11.0,91.0,39.5
101,male,22,192.0,96.0,20.0,100.0,40.7
82,male,57,183.0,89.0,14.0,95.0,40.2
20,male,32,189.0,94.0,7.0,83.0,39.2
19,male,24,194.0,95.0,7.0,84.0,39.4
13,male,38,173.0,80.0,4.0,86.0,38.9
68,female,22,170.0,64.0,13.0,99.0,40.3
13,male,28,197.0,96.0,4.0,87.0,38.6
38,male,44,186.0,92.0,7.0,96.0,39.8
18,male,21,167.0,74.0,8.0,85.0,39.7
8,male,42,174.0,74.0,3.0,82.0,38.3
59,male,48,184.0,86.0,11.0,95.0,39.9
46,female,36,159.0,60.0,10.0,90.0,39.7
42,female,31,170.0,69.0,9.0,93.0,39.8
217,male,44,198.0,97.0,29.0,109.0,40.7
75,female,59,161.0,57.0,15.0,90.0,40.4
52,female,54,165.0,66.0,12.0,86.0,40.1
36,male,22,176.0,78.0,11.0,91.0,39.7
94,male,22,192.0,99.0,19.0,99.0,40.5
60,female,64,169.0,64.0,11.0,94.0,39.9
183,female,33,166.0,61.0,29.0,107.0,40.5
7,male,70,194.0,95.0,2.0,76.0,38.6
222,female,30,158.0,56.0,30.0,117.0,40.6
224,female,79,170.0,68.0,30.0,111.0,41.2
165,female,78,161.0,63.0,26.0,100.0,40.4
16,male,32,183.0,83.0,5.0,87.0,39.7
132,female,64,170.0,69.0,22.0,100.0,40.4
135,female,74,156.0,59.0,20.0,104.0,40.6
193,male,52,187.0,84.0,24.0,112.0,40.4
87,male,47,184.0,87.0,16.0,96.0,40.3
96,male,32,202.0,108.0,18.0,97.0,40.3
52,male,37,193.0,96.0,11.0,93.0,40.2
140,female,58,162.0,60.0,21.0,106.0,40.8
31,female,24,156.0,58.0,8.0,85.0,39.6
84,male,24,184.0,78.0,21.0,95.0,40.5
19,female,31,155.0,56.0,5.0,83.0,39.4
80,male,30,194.0,97.0,16.0,97.0,40.2
61,female,72,156.0,57.0,10.0,98.0,39.7
41,male,43,187.0,88.0,8.0,95.0,40.0
177,male,78,175.0,84.0,20.0,109.0,40.3
186,female,65,160.0,60.0,25.0,112.0,40.6
113,female,27,163.0,64.0,19.0,105.0,40.4
158,female,40,172.0,71.0,26.0,105.0,40.9
45,male,30,182.0,81.0,12.0,91.0,39.6
75,male,50,189.0,96.0,14.0,93.0,39.9
108,female,25,167.0,64.0,20.0,100.0,40.4
159,male,35,186.0,81.0,26.0,105.0,41.0
201,male,62,202.0,104.0,27.0,102.0,40.8
47,female,74,162.0,69.0,8.0,97.0,39.7
90,female,53,160.0,60.0,16.0,97.0,40.3
104,female,50,174.0,65.0,18.0,100.0,40.1
7,female,24,166.0,64.0,2.0,84.0,38.4
65,male,32,202.0,99.0,13.0,96.0,40.1
170,male,47,178.0,82.0,26.0,104.0,41.2
60,male,37,188.0,92.0,13.0,93.0,40.1
33,male,65,187.0,90.0,6.0,90.0,39.0
5,female,71,181.0,78.0,1.0,87.0,37.8
51,male,23,179.0,82.0,15.0,91.0,40.2
165,female,47,173.0,69.0,26.0,106.0,40.8
29,male,47,190.0,96.0,7.0,86.0,39.7
82,female,79,168.0,67.0,16.0,89.0,39.9
81,female,49,173.0,72.0,16.0,94.0,40.3
167,female,50,165.0,67.0,26.0,106.0,41.0
173,female,61,165.0,63.0,24.0,111.0,40.5
117,female,21,165.0,58.0,23.0,97.0,40.4
57,male,40,196.0,97.0,12.0,92.0,39.7
154,female,48,153.0,55.0,26.0,100.0,40.8
28,female,21,156.0,57.0,9.0,79.0,39.7
28,female,54,153.0,55.0,6.0,87.0,39.3
37,female,22,161.0,64.0,8.0,93.0,39.7
13,male,26,181.0,81.0,5.0,85.0,38.7
155,female,24,159.0,56.0,23.0,112.0,40.5
19,male,39,200.0,99.0,5.0,86.0,38.9
189,male,71,183.0,89.0,22.0,109.0,40.8
192,female,68,173.0,67.0,30.0,103.0,40.9
27,female,20,177.0,72.0,7.0,87.0,39.3
19,female,62,172.0,70.0,5.0,80.0,39.2
124,male,44,196.0,102.0,17.0,107.0,40.4
9,female,62,163.0,60.0,2.0,84.0,38.4
22,female,59,157.0,60.0,5.0,84.0,38.8
31,female,37,171.0,67.0,7.0,90.0,39.3
60,female,43,158.0,63.0,12.0,93.0,40.0
207,female,41,186.0,82.0,30.0,114.0,40.8
155,male,32,193.0,90.0,24.0,107.0,40.3
87,female,46,162.0,61.0,15.0,100.0,40.1
35,male,52,177.0,81.0,9.0,85.0,39.5
198,female,23,149.0,47.0,28.0,114.0,40.8
37,male,54,175.0,82.0,10.0,83.0,39.6
139,male,21,163.0,63.0,24.0,110.0,41.0
45,male,36,187.0,89.0,10.0,93.0,39.7
61,male,54,195.0,96.0,12.0,90.0,39.9
17,female,72,171.0,68.0,4.0,82.0,38.4
28,female,29,166.0,59.0,7.0,86.0,39.2
21,female,21,180.0,69.0,5.0,91.0,39.5
200,female,30,163.0,63.0,30.0,111.0,40.9
104,female,21,181.0,73.0,20.0,100.0,40.4
59,female,41,153.0,56.0,12.0,92.0,40.2
127,female,24,161.0,61.0,25.0,97.0,41.0
111,male,23,189.0,85.0,21.0,103.0,40.6
115,female,37,178.0,74.0,20.0,103.0,40.4
37,male,21,180.0,85.0,14.0,86.0,40.3
153,male,23,178.0,81.0,25.0,109.0,40.9
28,female,36,158.0,57.0,6.0,91.0,39.0
14,female,69,167.0,70.0,4.0,77.0,38.9
176,male,27,198.0,93.0,25.0,112.0,40.5
105,female,57,173.0,71.0,19.0,97.0,40.8
71,female,54,169.0,66.0,13.0,96.0,40.1
61,female,32,175.0,68.0,14.0,90.0,40.4
84,female,21,157.0,54.0,16.0,98.0,40.4
105,female,23,152.0,51.0,19.0,100.0,40.4
94,female,20,163.0,57.0,19.0,96.0,40.5
83,male,27,196.0,100.0,20.0,92.0,40.4
77,male,26,186.0,84.0,16.0,99.0,40.0
230,male,60,193.0,97.0,30.0,105.0,40.8
179,female,66,163.0,60.0,29.0,100.0,40.8
101,female,27,164.0,57.0,18.0,101.0,40.5
27,female,23,172.0,67.0,7.0,86.0,39.2
161,female,27,162.0,61.0,26.0,107.0,40.7
57,female,26,176.0,68.0,13.0,91.0,40.0
5,male,40,218.0,132.0,1.0,88.0,37.8
172,female,20,176.0,69.0,26.0,113.0,40.8
169,male,25,196.0,96.0,27.0,107.0,40.9
193,female,66,180.0,76.0,26.0,114.0,40.7
27,male,29,193.0,89.0,8.0,88.0,39.4
18,female,71,176.0,70.0,4.0,85.0,38.6
40,female,62,176.0,69.0,8.0,91.0,39.8
202,male,76,170.0,77.0,22.0,113.0,40.5
74,male,31,186.0,90.0,16.0,95.0,40.0
85,male,32,176.0,80.0,16.0,101.0,40.3
35,female,49,181.0,75.0,8.0,88.0,40.0
96,female,58,165.0,62.0,16.0,100.0,40.3
203,male,41,184.0,91.0,27.0,111.0,41.2
126,female,79,174.0,72.0,24.0,91.0,40.6
91,female,65,172.0,71.0,17.0,94.0,40.5
9,female,50,168.0,61.0,2.0,89.0,38.1
